source,source_desc,source_id,target,target_desc,target_id,weight
GeneSym,UniprotACC,GeneID,UniprotACC,Organism,TaxID,weight
CCL28,Q9NRJ3,56477,P24766,Vaccinia virus (strain Western Reserve / WR),10254,1
CCL26,Q9Y258,10344,P24766,Vaccinia virus (strain Western Reserve / WR),10254,1
ATP6V1G1,O75348,9550,P0C6X7,Human SARS coronavirus,227859,1
MFSD1,Q9H3U5,64747,Q777C6,Epstein-Barr virus (strain GD1),10376,1
PIGS,Q96S52,94005,Q777C6,Epstein-Barr virus (strain GD1),10376,1
MAPRE1,Q15691,22919,Q04360,Epstein-Barr virus (strain GD1),10376,1
TRA2B,P62995,6434,Q04360,Epstein-Barr virus (strain GD1),10376,1
SP100,P23497,6672,Q04360,Epstein-Barr virus (strain GD1),10376,1
NFKB1,P19838,4790,Q777F5,Epstein-Barr virus (strain GD1),10376,1
UNG,P13051,7374,P14739,Bacteriophage PBS2,10684,1
TNFRSF14,Q92956,8764,P57083,Human herpesvirus 1 (strain Patton),10308,1
PIK3R1,P27986,5295,P69277,Influenza A virus (strain A/Aichi/2/1968 H3N2),387139,1
HIF1A,Q16665,3091,Q7TDY3,Hepatitis B virus,10407,1
EIF2AK2,P19525,5610,P20639,Vaccinia virus (strain Copenhagen),10249,1
MED17,Q9NVC6,9440,P06492,Human herpesvirus 1 (strain 17),10299,1
MED29,Q9NX70,55588,P06492,Human herpesvirus 1 (strain 17),10299,1
MED8,Q96G25,112950,P06492,Human herpesvirus 1 (strain 17),10299,1
LAMA1,P25391,284217,Q8BDF8,Vaccinia virus,10245,1
GZMH,P20718,2999,P24933,Human adenovirus 5,28285,1
VDAC1,P21796,7416,P69728,Human immunodeficiency virus type 1 (isolate 12),11679,1
CDK6,Q00534,1021,Q01043,Saimiriine herpesvirus 2 (strain 11),10383,1
TNF,P01375,7124,Q8UYL3,Vaccinia virus,10245,1
TNF,P01375,7124,Q1M1E0,Vaccinia virus,10245,1
SPINT2,O43291,10653,Q03499,Hepatitis E virus (strain Mexico),31768,1
AMBP,P02760,259,P69616,Hepatitis E virus (strain Burma),31767,1
SPINT2,O43291,10653,P69616,Hepatitis E virus (strain Burma),31767,1
CASP8,Q14790,841,P08160,Autographa californica nuclear polyhedrosis virus,46015,1
NFIA,Q12857,4774,P03264,Human adenovirus 2,10515,1
NFKBIA,P25963,4792,Q9J0X9,Human herpesvirus 1,10298,1
SRPK1,Q96SB4,6732,A7Y3Z3,Human papillomavirus type 16,333760,1
